MonthYear,Actor2Code
197901,AFR
197901,AGR
197901,AGR
197901,CHN
197901,COP
197901,CVL
197901,EGYEDU
197901,GOV
197901,GOV
197901,GOV
197901,GOV
197901,GOV
197901,GOV
197901,GOV
197901,GOV
